dimension,category
1019,1960s legal films
1020,1960s monster movies
1021,1960s multilingual films
1022,1960s musical comedy films
1023,1960s musical comedy-drama films
1024,1960s musical drama films
1025,1960s musical fantasy films
1026,1960s musical films
1027,1960s mystery films
1028,1960s mystery thriller films
1029,1960s parody films
1030,1960s police comedy films
1031,1960s political drama films
1032,1960s political films
1033,1960s political thriller films
1034,1960s pregnancy films
1035,1960s prison films
1036,1960s psychological drama films
1037,1960s psychological horror films
1038,1960s psychological thriller films
1039,1960s rediscovered films
1040,1960s romance films
1041,1960s romantic comedy-drama films
1042,1960s romantic musical films
1043,1960s romantic thriller films
1044,1960s satirical films
1045,1960s science fiction action films
1046,1960s science fiction adventure films
1047,1960s science fiction comedy films
1048,1960s science fiction drama films
1049,1960s science fiction films
1050,1960s science fiction horror films
1051,1960s screwball comedy films
1052,1960s serial killer films
1053,1960s sex comedy films
1054,1960s short documentary films
1055,1960s slasher films
1056,1960s sports drama films
1057,1960s sports films
1058,1960s spy comedy films
1059,1960s spy films
1060,1960s spy thriller films
1061,1960s stop-motion animated films
1062,1960s superhero films
1063,1960s supernatural horror films
1064,1960s teen comedy films
1065,1960s teen comedy-drama films
1066,1960s teen drama films
1067,1960s teen films
1068,1960s teen romance films
1069,1960s thriller drama films
1070,1960s thriller films
1071,1960s war adventure films
1072,1960s war comedy-drama films
1073,1960s war drama films
1074,1961 LGBT-related films
1075,1961 Western (genre) films
1076,1961 comedy films
1077,1961 comedy-drama films
1078,1961 directorial debut films
1079,1961 drama films
1080,1961 films
1081,1961 horror films
1082,1961 musical comedy films
1083,1961 musical films
1084,1961 romantic comedy films
1085,1961 romantic drama films
1086,1961 short films
1087,1961 war films
1088,1962 American television series debuts
1089,1962 Western (genre) films
1090,1962 adventure films
1091,1962 comedy films
1092,1962 comedy-drama films
1093,1962 crime drama films
1094,1962 directorial debut films
1095,1962 documentary films
1096,1962 drama films
1097,1962 films
1098,1962 horror films
1099,1962 independent films
1100,1962 musical comedy films
1101,1962 plays
1102,1962 romantic comedy films
1103,1962 romantic drama films
1104,1962 war films
1105,1963 LGBT-related films
1106,1963 Western (genre) films
1107,1963 animated films
1108,1963 comedy films
1109,1963 crime films
1110,1963 drama films
1111,1963 films
1112,1963 horror films
1113,1963 independent films
1114,1963 musical comedy films
1115,1963 romantic comedy films
1116,1963 war films
1117,1964 LGBT-related films
1118,1964 New York World's Fair
1119,1964 animated films
1120,1964 children's films
1121,1964 comedy films
1122,1964 comedy-drama films
1123,1964 drama films
1124,1964 fantasy films
1125,1964 films
1126,1964 horror films
1127,1964 musical comedy films
1128,1964 musical films
1129,1964 romantic comedy films
1130,1964 war films
1131,1965 Western (genre) films
1132,1965 comedy films
1133,1965 comedy-drama films
1134,1965 crime drama films
1135,1965 directorial debut films
1136,1965 drama films
1137,1965 films
1138,1965 horror films
1139,1965 in Indonesia
1140,1965 independent films
1141,1965 musical comedy films
1142,1965 musical films
1143,1965 romantic drama films
1144,1965 soundtrack albums
1145,1965 television specials
1146,1965 war films
1147,1965–66 NCAA University Division men's basketball season
1148,1966 American television series endings
1149,1966 Western (genre) films
1150,1966 animated films
1151,1966 books
1152,1966 comedy films
1153,1966 comedy-drama films
1154,1966 crime films
1155,1966 drama films
1156,1966 films
1157,1966 horror films
1158,1966 musical comedy films
1159,1966 plays
1160,1966 romantic comedy films
1161,1966 short films
1162,1967 British novels
1163,1967 LGBT-related films
1164,1967 Western (genre) films
1165,1967 animated films
1166,1967 comedy films
1167,1967 comedy-drama films
1168,1967 crime drama films
1169,1967 directorial debut films
1170,1967 documentary films
1171,1967 drama films
1172,1967 films
1173,1967 horror films
1174,1967 independent films
1175,1967 musical comedy films
1176,1967 romantic comedy films
1177,1967 war films
1178,1968 LGBT-related films
1179,1968 Western (genre) films
1180,1968 animated films
1181,1968 comedy films
1182,1968 comedy-drama films
1183,1968 crime drama films
1184,1968 directorial debut films
1185,1968 documentary films
1186,1968 drama films
1187,1968 films
1188,1968 horror films
1189,1968 independent films
1190,1968 musical comedy films
1191,1968 musical films
1192,1968 romantic comedy films
1193,1968 romantic drama films
1194,1968 short films
1195,1969 LGBT-related films
1196,1969 Western (genre) films
1197,1969 animated films
1198,1969 comedy films
1199,1969 comedy-drama films
1200,1969 directorial debut films
1201,1969 drama films
1202,1969 films
1203,1969 horror films
1204,1969 romantic comedy films
1205,1969 songs
1206,1969 war films
1207,1970 LGBT-related films
1208,1970 Western (genre) films
1209,1970 animated films
1210,1970 comedy films
1211,1970 comedy-drama films
1212,1970 crime drama films
1213,1970 directorial debut films
1214,1970 drama films
1215,1970 films
1216,1970 romantic drama films
1217,1970 war films
1218,1970s American animated films
1219,1970s American films
1220,1970s Arabic-language films
1221,1970s British animated films
1222,1970s British films
1223,1970s Canadian films
1224,1970s Christmas films
1225,1970s Christmas horror films
1226,1970s Czech-language films
1227,1970s Disney animated short films
1228,1970s English-language films
1229,1970s French films
1230,1970s French-language films
1231,1970s German films
1232,1970s German-language films
1233,1970s Hong Kong films
1234,1970s Italian films
1235,1970s Italian-language films
1236,1970s Japanese films
1237,1970s Japanese-language films
1238,1970s Mandarin-language films
1239,1970s Mexican films
1240,1970s Russian-language films
1241,1970s Spanish-language films
1242,1970s Western (genre) comedy films
1243,1970s Western (genre) horror films
1244,1970s Western (genre) science fiction films
1245,1970s action adventure films
1246,1970s action comedy films
1247,1970s action comedy-drama films
1248,1970s action drama films
1249,1970s action films
1250,1970s action thriller films
1251,1970s action war films
1252,1970s adventure comedy films
1253,1970s adventure drama films
1254,1970s adventure films
1255,1970s adventure thriller films
1256,1970s animated short films
1257,1970s animated television specials
1258,1970s avant-garde and experimental films
1259,1970s ballads
1260,1970s biographical drama films
1261,1970s biographical films
1262,1970s black comedy films
1263,1970s buddy comedy films
1264,1970s buddy comedy-drama films
1265,1970s buddy cop films
1266,1970s buddy films
1267,1970s chase films
1268,1970s children's animated films
1269,1970s children's comedy films
1270,1970s children's drama films
1271,1970s comedy horror films
1272,1970s comedy mystery films
1273,1970s comedy road movies
1274,1970s comedy thriller films
1275,1970s coming-of-age comedy films
1276,1970s coming-of-age comedy-drama films
1277,1970s coming-of-age drama films
1278,1970s coming-of-age films
1279,1970s crime action films
1280,1970s crime comedy films
1281,1970s crime comedy-drama films
1282,1970s crime drama films
1283,1970s crime thriller films
1284,1970s dance films
1285,1970s disaster films
1286,1970s drama road movies
1287,1970s dystopian films
1288,1970s erotic drama films
1289,1970s erotic films
1290,1970s exploitation films
1291,1970s fantasy adventure films
1292,1970s fantasy comedy films
1293,1970s fantasy drama films
1294,1970s fantasy films
1295,1970s feminist films
1296,1970s gang films
1297,1970s ghost films
1298,1970s heist films
1299,1970s high school films
1300,1970s historical adventure films
1301,1970s historical comedy films
1302,1970s historical drama films
1303,1970s historical films
1304,1970s historical musical films
1305,1970s horror drama films
1306,1970s horror thriller films
1307,1970s legal films
1308,1970s martial arts comedy films
1309,1970s martial arts films
1310,1970s monster movies
1311,1970s musical comedy films
1312,1970s musical comedy-drama films
1313,1970s musical drama films
1314,1970s musical fantasy films
1315,1970s musical films
1316,1970s mystery drama films
1317,1970s mystery films
1318,1970s mystery thriller films
1319,1970s parody films
1320,1970s police comedy films
1321,1970s police films
1322,1970s police procedural films
1323,1970s political comedy films
1324,1970s political comedy-drama films
1325,1970s political drama films
1326,1970s political films
1327,1970s political thriller films
1328,1970s pornographic films
1329,1970s pregnancy films
1330,1970s prison drama films
1331,1970s prison films
1332,1970s psychological horror films
1333,1970s psychological thriller films
1334,1970s rediscovered films
1335,1970s road comedy-drama films
1336,1970s road movies
1337,1970s romantic comedy-drama films
1338,1970s romantic fantasy films
1339,1970s romantic musical films
1340,1970s satirical films
1341,1970s science fiction action films
1342,1970s science fiction adventure films
1343,1970s science fiction comedy films
1344,1970s science fiction comedy-drama films
1345,1970s science fiction drama films
1346,1970s science fiction films
1347,1970s science fiction horror films
1348,1970s science fiction thriller films
1349,1970s screwball comedy films
1350,1970s serial killer films
1351,1970s sex comedy films
1352,1970s slasher films
1353,1970s sports comedy films
1354,1970s sports comedy-drama films
1355,1970s sports drama films
1356,1970s sports films
1357,1970s spy action films
1358,1970s spy films
1359,1970s spy thriller films
1360,1970s stop-motion animated films
1361,1970s superhero films
1362,1970s supernatural films
1363,1970s supernatural horror films
1364,1970s teen comedy films
1365,1970s teen drama films
1366,1970s teen films
1367,1970s teen horror films
1368,1970s teen romance films
1369,1970s thriller drama films
1370,1970s thriller films
1371,1970s unfinished films
1372,1970s vigilante films
1373,1970s war comedy films
1374,1970s war comedy-drama films
1375,1970s war drama films
1376,1970s war films
1377,1971 LGBT-related films
1378,1971 Western (genre) films
1379,1971 comedy films
1380,1971 crime drama films
1381,1971 crime films
1382,1971 directorial debut films
1383,1971 drama films
1384,1971 films
1385,1971 horror films
1386,1971 independent films
1387,1971 musical films
1388,1971 television films
1389,1972 LGBT-related films
1390,1972 Western (genre) films
1391,1972 comedy films
1392,1972 comedy-drama films
1393,1972 crime drama films
1394,1972 crime films
1395,1972 directorial debut films
1396,1972 drama films
1397,1972 films
1398,1972 horror films
1399,1972 independent films
1400,1972 romantic comedy films
1401,1973 Western (genre) films
1402,1973 action films
1403,1973 animated films
1404,1973 anime films
1405,1973 comedy films
1406,1973 crime drama films
1407,1973 directorial debut films
1408,1973 drama films
1409,1973 films
1410,1973 horror films
1411,1973 independent films
1412,1973 martial arts films
1413,1973 multilingual films
1414,1973 romantic drama films
1415,1973 singles
1416,1973 songs
1417,1974 LGBT-related films
1418,1974 Western (genre) films
1419,1974 action films
1420,1974 animated films
1421,1974 comedy films
1422,1974 comedy-drama films
1423,1974 crime drama films
1424,1974 directorial debut films
1425,1974 documentary films
1426,1974 drama films
1427,1974 films
1428,1974 horror films
1429,1974 independent films
1430,1974 multilingual films
1431,1974 musical films
1432,1974 romantic drama films
1433,1974 short films
1434,1974 television films
1435,1975 LGBT-related films
1436,1975 animated films
1437,1975 comedy films
1438,1975 comedy-drama films
1439,1975 directorial debut films
1440,1975 documentary films
1441,1975 drama films
1442,1975 films
1443,1975 horror films
1444,1975 in the Soviet Union
1445,1975 independent films
1446,1975 multilingual films
1447,1975 romantic comedy films
1448,1975 romantic drama films
1449,1975 short films
1450,1975 television films
1451,1975 war films
1452,1976 LGBT-related films
1453,1976 Western (genre) films
1454,1976 comedy films
1455,1976 comedy-drama films
1456,1976 directorial debut films
1457,1976 drama films
1458,1976 films
1459,1976 horror films
1460,1976 in American music
1461,1976 in San Francisco
1462,1976 independent films
1463,1976 multilingual films
1464,1976 plays
1465,1976 romantic drama films
1466,1977 LGBT-related films
1467,1977 animated films
1468,1977 comedy films
1469,1977 comedy-drama films
1470,1977 crime drama films
1471,1977 directorial debut films
1472,1977 documentary films
1473,1977 drama films
1474,1977 films
1475,1977 horror films
1476,1977 independent films
1477,1977 martial arts films
1478,1977 multilingual films
1479,1977 musical films
1480,1977 romantic comedy films
1481,1977 soundtrack albums
1482,1977 television specials
