movieIDd,movie_name
1672,"Rainmaker, The (1997)"
1673,Boogie Nights (1997)
1674,Witness (1985)
1675,Incognito (1997)
1676,Starship Troopers (1997)
1677,Critical Care (1997)
1678,"Joy Luck Club, The (1993)"
1679,Chairman of the Board (1998)
1680,Sliding Doors (1998)
1681,Mortal Kombat Annihilation (1997)
1682,"Truman Show, The (1998)"
1683,"Wings of the Dove, The (1997)"
1686,Red Corner (1997)
1687,"Jackal, The (1997)"
1688,Anastasia (1997)
1689,"Man Who Knew Too Little, The (1997)"
1693,Amistad (1997)
1694,"Apostle, The (1997)"
1695,Artemisia (1997)
1699,"Butcher Boy, The (1997)"
1701,Deconstructing Harry (1997)
1702,Flubber (1997)
1703,For Richer or Poorer (1997)
1704,Good Will Hunting (1997)
1707,Home Alone 3 (1997)
1711,Midnight in the Garden of Good and Evil (1997)
1717,Scream 2 (1997)
1719,"Sweet Hereafter, The (1997)"
1721,Titanic (1997)
1722,Tomorrow Never Dies (1997)
1727,"Horse Whisperer, The (1998)"
1729,Jackie Brown (1997)
1730,Kundun (1997)
1731,Mr. Magoo (1997)
1732,"Big Lebowski, The (1998)"
1733,Afterglow (1997)
1735,Great Expectations (1998)
1746,Senseless (1998)
1747,Wag the Dog (1997)
1748,Dark City (1998)
1752,Hard Rain (1998)
1753,Half Baked (1998)
1754,Fallen (1998)
1760,Spice World (1997)
1762,Deep Rising (1998)
1769,"Replacement Killers, The (1998)"
1770,B. Monkey (1998)
1772,Blues Brothers 2000 (1998)
1777,"Wedding Singer, The (1998)"
1783,Palmetto (1998)
1784,As Good as It Gets (1997)
1785,King of New York (1990)
1791,Twilight (1998)
1792,U.S. Marshals (1998)
1794,Love and Death on Long Island (1997)
1797,Everest (1998)
1798,Hush (1998)
1799,Suicide Kings (1997)
1801,"Man in the Iron Mask, The (1998)"
1804,"Newton Boys, The (1998)"
1810,Primary Colors (1998)
1821,"Object of My Affection, The (1998)"
1824,Homegrown (1998)
1825,The Players Club (1998)
1826,Barney's Great Adventure (1998)
1827,"Big One, The (1997)"
1829,Chinese Box (1997)
1831,Lost in Space (1998)
1833,Mercury Rising (1998)
1834,"Spanish Prisoner, The (1997)"
1835,City of Angels (1998)
1836,"Last Days of Disco, The (1998)"
1837,"Odd Couple II, The (1998)"
1839,My Giant (1998)
1840,He Got Game (1998)
1841,"Gingerbread Man, The (1998)"
1845,Zero Effect (1998)
1848,"Borrowers, The (1997)"
1855,Krippendorf's Tribe (1998)
1856,Kurt & Courtney (1998)
1862,Species II (1998)
1863,Major League Back to the Minors (1998)
1866,"Big Hit, The (1998)"
1867,Tarzan and the Lost City (1998)
1875,Clockwatchers (1997)
1876,Deep Impact (1998)
1881,Quest for Camelot (1998)
1882,Godzilla (1998)
1883,Bulworth (1998)
1884,Fear and Loathing in Las Vegas (1998)
1887,Almost Heroes (1998)
1888,Hope Floats (1998)
1889,Insomnia (1997)
1892,"Perfect Murder, A (1998)"
1895,Can't Hardly Wait (1998)
1897,High Art (1998)
1904,Henry Fool (1997)
1906,Mr. Jealousy (1997)
1907,Mulan (1998)
1910,I Went Down (1997)
1911,Dr. Dolittle (1998)
1912,Out of Sight (1998)
1913,Picnic at Hanging Rock (1975)
1914,Smoke Signals (1998)
1917,Armageddon (1998)
1918,Lethal Weapon 4 (1998)
1919,Madeline (1998)
1920,Small Soldiers (1998)
1923,There's Something About Mary (1998)
1924,Plan 9 from Outer Space (1959)
1926,"Broadway Melody, The (1929)"
1927,All Quiet on the Western Front (1930)
1928,Cimarron (1931)
1929,Grand Hotel (1932)
1931,Mutiny on the Bounty (1935)
1932,"Great Ziegfeld, The (1936)"
1933,"Life of Emile Zola, The (1937)"
1934,You Can't Take It with You (1938)
1936,Mrs. Miniver (1942)
1937,Going My Way (1944)
1938,"Lost Weekend, The (1945)"
1939,"Best Years of Our Lives, The (1946)"
1940,Gentleman's Agreement (1947)
1941,Hamlet (1948)
1942,All the King's Men (1949)
1944,From Here to Eternity (1953)
1945,On the Waterfront (1954)
1946,Marty (1955)
1947,West Side Story (1961)
1948,Tom Jones (1963)
1949,"Man for All Seasons, A (1966)"
1950,In the Heat of the Night (1967)
1951,Oliver! (1968)
1952,Midnight Cowboy (1969)
1953,"French Connection, The (1971)"
1954,Rocky (1976)
1955,Kramer vs. Kramer (1979)
1956,Ordinary People (1980)
1957,Chariots of Fire (1981)
1958,Terms of Endearment (1983)
1959,Out of Africa (1985)
1960,"Last Emperor, The (1987)"
1961,Rain Man (1988)
1962,Driving Miss Daisy (1989)
1964,Klute (1971)
1965,Repo Man (1984)
1966,Metropolitan (1990)
1967,Labyrinth (1986)
1968,"Breakfast Club, The (1985)"
1969,"Nightmare on Elm Street 2 Freddy's Revenge, A (1985)"
1970,"Nightmare on Elm Street 3 Dream Warriors, A (1987)"
1971,"Nightmare on Elm Street 4 The Dream Master, A (1988)"
1972,"Nightmare on Elm Street 5 The Dream Child, A (1989)"
1974,Friday the 13th (1980)
1975,Friday the 13th Part 2 (1981)
1979,Friday the 13th Part VI Jason Lives (1986)
1980,Friday the 13th Part VII The New Blood (1988)
1981,Friday the 13th Part VIII Jason Takes Manhattan (1989)
1982,Halloween (1978)
1983,Halloween II (1981)
1984,Halloween III Season of the Witch (1982)
1985,Halloween 4 The Return of Michael Myers (1988)
1987,Prom Night (1980)
1991,Child's Play (1988)
1992,Child's Play 2 (1990)
1993,Child's Play 3 (1991)
1994,Poltergeist (1982)
1995,Poltergeist II The Other Side (1986)
1996,Poltergeist III (1988)
1997,"Exorcist, The (1973)"
1998,Exorcist II The Heretic (1977)
1999,"Exorcist III, The (1990)"
2000,Lethal Weapon (1987)
2001,Lethal Weapon 2 (1989)
2002,Lethal Weapon 3 (1992)
2003,Gremlins (1984)
2004,Gremlins 2 The New Batch (1990)
2005,"Goonies, The (1985)"
2009,Soylent Green (1973)
2010,Metropolis (1927)
2011,Back to the Future Part II (1989)
2012,Back to the Future Part III (1990)
2013,"Poseidon Adventure, The (1972)"
2016,"Apple Dumpling Gang Rides Again, The (1979)"
2017,Babes in Toyland (1961)
2018,Bambi (1942)
2020,Dangerous Liaisons (1988)
2021,Dune (1984)
2022,"Last Temptation of Christ, The (1988)"
2024,"Rapture, The (1991)"
2025,Lolita (1997)
2026,Disturbing Behavior (1998)
2028,Saving Private Ryan (1998)
2032,"Barefoot Executive, The (1971)"
2033,"Black Cauldron, The (1985)"
2034,"Black Hole, The (1979)"
2035,Blackbeard's Ghost (1968)
2036,Blank Check (1994)
2037,Candleshoe (1977)
2038,"Cat from Outer Space, The (1978)"
2040,"Computer Wore Tennis Shoes, The (1969)"
2041,Condorman (1981)
2042,D2 The Mighty Ducks (1994)
2043,Darby O'Gill and the Little People (1959)
2046,Flight of the Navigator (1986)
2048,"Great Mouse Detective, The (1986)"
2050,Herbie Goes Bananas (1980)
2051,Herbie Goes to Monte Carlo (1977)
2052,Hocus Pocus (1993)
2055,Hot Lead and Cold Feet (1978)
2056,In Search of the Castaways (1962)
2058,"Negotiator, The (1998)"
2059,"Parent Trap, The (1998)"
2060,BASEketball (1998)
2064,Roger & Me (1989)
2065,"Purple Rose of Cairo, The (1985)"
2066,Out of the Past (1947)
2067,Doctor Zhivago (1965)
2069,"Trip to Bountiful, The (1985)"
2070,Tender Mercies (1983)
2071,And the Band Played On (1993)
2073,Fandango (1985)
2075,Mephisto (1981)
2076,Blue Velvet (1986)
2077,"Journey of Natty Gann, The (1985)"
2078,"Jungle Book, The (1967)"
2080,Lady and the Tramp (1955)
2081,"Little Mermaid, The (1989)"
2083,"Muppet Christmas Carol, The (1992)"
2084,Newsies (1992)
2087,Peter Pan (1953)
2088,Popeye (1980)
2089,"Rescuers Down Under, The (1990)"
2090,"Rescuers, The (1977)"
2092,"Return of Jafar, The (1994)"
2093,Return to Oz (1985)
2094,"Rocketeer, The (1991)"
2095,"Shaggy D.A., The (1976)"
2098,Son of Flubber (1963)
2099,Song of the South (1946)
2100,Splash (1984)
2102,Steamboat Willie (1928)
2103,Tall Tale (1995)
2104,Tex (1982)
2105,Tron (1982)
2106,Swing Kids (1993)
2108,L.A. Story (1991)
2109,"Jerk, The (1979)"
2110,Dead Men Don't Wear Plaid (1982)
2112,Grand Canyon (1991)
2114,"Outsiders, The (1983)"
2115,Indiana Jones and the Temple of Doom (1984)
2116,"Lord of the Rings, The (1978)"
2118,"Dead Zone, The (1983)"
2119,Maximum Overdrive (1986)
2120,Needful Things (1993)
2121,Cujo (1983)
2122,Children of the Corn (1984)
2123,All Dogs Go to Heaven (1989)
2124,"Addams Family, The (1991)"
2126,Snake Eyes (1998)
2130,Atlantic City (1980)
2133,Adventures in Babysitting (1987)
2134,Weird Science (1985)
2135,Doctor Dolittle (1967)
2137,Charlotte's Web (1973)
2138,Watership Down (1978)
2139,"Secret of NIMH, The (1982)"
2140,"Dark Crystal, The (1982)"
2141,"American Tail, An (1986)"
2142,"American Tail Fievel Goes West, An (1991)"
2143,Legend (1985)
2144,Sixteen Candles (1984)
2145,Pretty in Pink (1986)
2146,St. Elmo's Fire (1985)
2147,"Clan of the Cave Bear, The (1986)"
2148,House (1986)
2149,House II The Second Story (1987)
2150,"Gods Must Be Crazy, The (1980)"
2153,"Avengers, The (1998)"
2154,How Stella Got Her Groove Back (1998)
2159,Henry Portrait of a Serial Killer (1986)
2160,Rosemary's Baby (1968)
2162,"NeverEnding Story II The Next Chapter, The (1990)"
2164,Surf Nazis Must Die (1987)
2166,Return to Paradise (1998)
2167,Blade (1998)
2169,Dead Man on Campus (1998)
2170,Wrongfully Accused (1998)
2171,Next Stop Wonderland (1998)
2174,Beetlejuice (1988)
2175,Déjà Vu (1997)
2176,Rope (1948)
2178,Frenzy (1972)
2179,Topaz (1969)
2180,Torn Curtain (1966)
2181,Marnie (1964)
2182,"Wrong Man, The (1956)"
2184,"Trouble with Harry, The (1955)"
2185,I Confess (1953)
2186,Strangers on a Train (1951)
2187,Stage Fright (1950)
2188,54 (1998)
2194,"Untouchables, The (1987)"
2195,Dirty Work (1998)
2196,Knock Off (1998)
2201,"Paradine Case, The (1947)"
2202,Lifeboat (1944)
2203,Shadow of a Doubt (1943)
2205,Mr. & Mrs. Smith (1941)
2206,Suspicion (1941)
2207,Jamaica Inn (1939)
2208,"Lady Vanishes, The (1938)"
2210,Sabotage (1936)
2211,Secret Agent (1936)
2212,"Man Who Knew Too Much, The (1934)"
2226,"Ring, The (1927)"
2227,"Lodger A Story of the London Fog, The (1927)"
2231,Rounders (1998)
2232,Cube (1997)
2236,Simon Birch (1998)
2240,My Bodyguard (1980)
2241,Class (1983)
2243,Broadcast News (1987)
2245,Working Girl (1988)
2247,Married to the Mob (1988)
2248,Say Anything... (1989)
2252,Hero (1992)
2253,Toys (1992)
2255,Young Doctors in Love (1982)
2256,Parasite (1982)
2257,No Small Affair (1984)
2259,Blame It on Rio (1984)
2260,Wisdom (1986)
2261,One Crazy Summer (1986)
2263,"Seventh Sign, The (1988)"
2264,We're No Angels (1989)
2266,"Butcher's Wife, The (1991)"
2267,Mortal Thoughts (1991)
2268,"Few Good Men, A (1992)"
2269,Indecent Proposal (1993)
2271,Permanent Midnight (1998)
2272,One True Thing (1998)
2273,Rush Hour (1998)
2275,Six-String Samurai (1998)
2279,Urban Legend (1998)
2280,Clay Pigeons (1998)
2282,Pecker (1998)
2283,"Sheltering Sky, The (1990)"
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)"
2287,Them! (1954)
2288,"Thing, The (1982)"
2289,"Player, The (1992)"
2290,Stardust Memories (1980)
2291,Edward Scissorhands (1990)
2292,Overnight Delivery (1998)
2294,Antz (1998)
2296,"Night at the Roxbury, A (1998)"
2297,What Dreams May Come (1998)
2302,My Cousin Vinny (1992)
2303,Nashville (1975)
2306,Holy Man (1998)
2310,"Mighty, The (1998)"
2311,2010 The Year We Make Contact (1984)
2312,Children of a Lesser God (1986)
2314,Beloved (1998)
2316,Practical Magic (1998)
2318,Happiness (1998)
2320,Apt Pupil (1998)
2321,Pleasantville (1998)
2323,"Cruise, The (1998)"
2325,Orgazmo (1997)
2327,Tales from the Darkside The Movie (1990)
2328,Vampires (1998)
2329,American History X (1998)
2331,Living Out Loud (1998)
2332,Belly (1998)
2333,Gods and Monsters (1998)
2334,"Siege, The (1998)"
2335,"Waterboy, The (1998)"
2336,Elizabeth (1998)
2337,Velvet Goldmine (1998)
2338,I Still Know What You Did Last Summer (1998)
2340,Meet Joe Black (1998)
2342,Hard Core Logo (1996)
2344,Runaway Train (1985)
2346,"Stepford Wives, The (1975)"
2347,"Pope of Greenwich Village, The (1984)"
2348,Sid and Nancy (1986)
2349,Mona Lisa (1986)
2350,Heart Condition (1990)
2352,"Big Chill, The (1983)"
2353,Enemy of the State (1998)
2354,"Rugrats Movie, The (1998)"
2355,"Bug's Life, A (1998)"
2356,Celebrity (1998)
2361,Pink Flamingos (1972)
2362,Glen or Glenda (1953)
2367,King Kong (1976)
2368,King Kong Lives (1986)
2369,Desperately Seeking Susan (1985)
2370,"Emerald Forest, The (1985)"
2371,Fletch (1985)
2373,Red Sonja (1985)
2376,"View to a Kill, A (1985)"
2377,Lifeforce (1985)
2378,Police Academy (1984)
2379,Police Academy 2 Their First Assignment (1985)
2380,Police Academy 3 Back in Training (1986)
2381,Police Academy 4 Citizens on Patrol (1987)
2383,Police Academy 6 City Under Siege (1989)
2384,Babe Pig in the City (1998)
2385,Home Fries (1998)
2387,Very Bad Things (1998)
2389,Psycho (1998)
2390,Little Voice (1998)
2391,"Simple Plan, A (1998)"
2393,Star Trek Insurrection (1998)
2394,"Prince of Egypt, The (1998)"
2395,Rushmore (1998)
2396,Shakespeare in Love (1998)
2398,Miracle on 34th Street (1947)
2399,Santa Claus The Movie (1985)
2400,Prancer (1989)
2401,Pale Rider (1985)
2404,Rambo III (1988)
2405,"Jewel of the Nile, The (1985)"
2406,Romancing the Stone (1984)
2407,Cocoon (1985)
2408,Cocoon The Return (1988)
2409,Rocky II (1979)
2410,Rocky III (1982)
2411,Rocky IV (1985)
2412,Rocky V (1990)
2413,Clue (1985)
2414,Young Sherlock Holmes (1985)
2416,Back to School (1986)
2417,Heartburn (1986)
2418,Nothing in Common (1986)
2419,Extremities (1986)
2420,"Karate Kid, The (1984)"
2421,"Karate Kid, Part II, The (1986)"
2422,"Karate Kid, Part III, The (1989)"
2424,You've Got Mail (1998)
2425,"General, The (1998)"
2427,"Thin Red Line, The (1998)"
2428,"Faculty, The (1998)"
2429,Mighty Joe Young (1998)
2430,Mighty Joe Young (1949)
2431,Patch Adams (1998)
2432,Stepmom (1998)
2433,"Civil Action, A (1998)"
2435,Hurlyburly (1998)
2436,Tea with Mussolini (1999)
2439,Affliction (1997)
2442,Hilary and Jackie (1998)
2443,Playing by Heart (1998)
2446,In Dreams (1999)
2447,Varsity Blues (1999)
2448,Virus (1999)
2450,Howard the Duck (1986)
2451,"Gate, The (1987)"
2454,"Fly, The (1958)"
2455,"Fly, The (1986)"
2456,"Fly II, The (1989)"
2457,Running Scared (1986)
2458,Armed and Dangerous (1986)
2460,"Texas Chainsaw Massacre 2, The (1986)"
2463,Ruthless People (1986)
2465,Deadly Friend (1986)
2468,Jumpin' Jack Flash (1986)
2469,Peggy Sue Got Married (1986)
2470,Crocodile Dundee (1986)
2473,Soul Man (1986)
2474,"Color of Money, The (1986)"
2475,52 Pick-Up (1986)
2476,Heartbreak Ridge (1986)
2477,Firewalker (1986)
2481,My Name Is Joe (1998)
2485,She's All That (1999)
2488,Peeping Tom (1960)
2490,Payback (1999)
2491,Simply Irresistible (1999)
2492,20 Dates (1998)
2494,"Last Days, The (1998)"
2497,Message in a Bottle (1999)
2498,My Favorite Martian (1999)
2500,Jawbreaker (1999)
2501,October Sky (1999)
2502,Office Space (1999)
2504,200 Cigarettes (1999)
2506,"Other Sister, The (1999)"
2511,"Long Goodbye, The (1973)"
2513,Pet Sematary (1989)
2515,Children of the Corn II The Final Sacrifice (1993)
2517,Christine (1983)
2518,Night Shift (1982)
2520,Airport (1970)
2521,Airport 1975 (1974)
2522,Airport '77 (1977)
2523,Rollercoaster (1977)
2524,"Towering Inferno, The (1974)"
2525,Alligator (1980)
2526,Meteor (1979)
2527,Westworld (1973)
2528,Logan's Run (1976)
2529,Planet of the Apes (1968)
2530,Beneath the Planet of the Apes (1970)
2531,Battle for the Planet of the Apes (1973)
2532,Conquest of the Planet of the Apes (1972)
2534,Avalanche (1978)
2535,Earthquake (1974)
2537,Beyond the Poseidon Adventure (1979)
2538,Dancemaker (1998)
2539,Analyze This (1999)
2540,"Corruptor, The (1999)"
2541,Cruel Intentions (1999)
2546,"Deep End of the Ocean, The (1999)"
2548,"Rage Carrie 2, The (1999)"
2550,"Haunting, The (1963)"
2551,Dead Ringers (1988)
2552,My Boyfriend's Back (1993)
2555,Baby Geniuses (1999)
2558,Forces of Nature (1999)
2559,"King and I, The (1999)"
2560,Ravenous (1999)
2563,Dangerous Beauty (1998)
2565,"King and I, The (1956)"
2567,EDtv (1999)
2568,"Mod Squad, The (1999)"
2570,"Walk on the Moon, A (1999)"
2571,"Matrix, The (1999)"
2572,10 Things I Hate About You (1999)
2573,Tango (1998)
2579,Following (1998)
2580,Go (1999)
2581,Never Been Kissed (1999)
2583,Cookie's Fortune (1999)
2586,Goodbye Lover (1999)
2587,Life (1999)
2589,Friends & Lovers (1999)
2596,SLC Punk! (1998)
2597,Lost & Found (1999)
2598,Pushing Tin (1999)
2599,Election (1999)
2605,Entrapment (1999)
2606,Idle Hands (1999)
2607,Get Real (1998)
2611,"Winslow Boy, The (1999)"
2612,Mildred Pierce (1945)
2613,Night of the Comet (1984)
2615,My Science Project (1985)
2616,Dick Tracy (1990)
2617,"Mummy, The (1999)"
2623,Trippin' (1999)
2629,"Love Letter, The (1999)"
2633,"Mummy, The (1932)"
2634,"Mummy, The (1959)"
2639,Mommie Dearest (1981)
2640,Superman (1978)
2641,Superman II (1980)
2642,Superman III (1983)
2643,Superman IV The Quest for Peace (1987)
2648,Frankenstein (1931)
2651,Frankenstein Meets the Wolf Man (1943)
2652,"Curse of Frankenstein, The (1957)"
2654,"Wolf Man, The (1941)"
2655,Howling II Your Sister Is a Werewolf (1985)
2657,"Rocky Horror Picture Show, The (1975)"
2659,It Came from Hollywood (1982)
2660,"Thing from Another World, The (1951)"
2661,It Came from Outer Space (1953)
2662,"War of the Worlds, The (1953)"
2664,Invasion of the Body Snatchers (1956)
2665,Earth vs. the Flying Saucers (1956)
2669,Pork Chop Hill (1959)
2671,Notting Hill (1999)
2672,"Thirteenth Floor, The (1999)"
2674,"Loss of Sexual Innocence, The (1999)"
2676,Instinct (1999)
2677,Buena Vista Social Club (1999)
2681,Free Enterprise (1998)
2682,Limbo (1999)
2683,Austin Powers The Spy Who Shagged Me (1999)
2687,Tarzan (1999)
2688,"General's Daughter, The (1999)"
2690,"Ideal Husband, An (1999)"
2693,Trekkies (1997)
2694,Big Daddy (1999)
2695,"Boys, The (1998)"
2697,My Son the Fanatic (1997)
2699,Arachnophobia (1990)
2701,Wild Wild West (1999)
2702,Summer of Sam (1999)
2706,American Pie (1999)
2707,Arlington Road (1999)
2710,"Blair Witch Project, The (1999)"
2712,Eyes Wide Shut (1999)
2713,Lake Placid (1999)
2717,Ghostbusters II (1989)
2718,Drop Dead Gorgeous (1999)
2720,Inspector Gadget (1999)
2722,Deep Blue Sea (1999)
2723,Mystery Men (1999)
2724,Runaway Bride (1999)
2725,Twin Falls Idaho (1999)
2727,Killer's Kiss (1955)
2728,Spartacus (1960)
2730,Barry Lyndon (1975)
2733,Vibes (1988)
2734,"Mosquito Coast, The (1986)"
2735,"Golden Child, The (1986)"
2736,Brighton Beach Memoirs (1986)
2737,Assassination (1987)
2738,Crimes of the Heart (1986)
2739,"Color Purple, The (1985)"
2741,No Mercy (1986)
2743,Native Son (1986)
2745,"Mission, The (1986)"
2746,Little Shop of Horrors (1986)
2747,"Little Shop of Horrors, The (1960)"
